age,sex,area,region,year,count
2-4,Female,Urban,North,2014,64158
5-9,Female,Urban,North,2014,129671
10-14,Female,Urban,North,2014,144546
15-17,Female,Urban,North,2014,92163
2-4,Male,Urban,North,2014,67006
5-9,Male,Urban,North,2014,135868
10-14,Male,Urban,North,2014,150046
15-17,Male,Urban,North,2014,95217
2-4,Female,Rural,East,2014,46266
5-9,Female,Rural,East,2014,65707
10-14,Female,Rural,East,2014,69623
15-17,Female,Rural,East,2014,45656
2-4,Male,Rural,East,2014,48047
5-9,Male,Rural,East,2014,68636
10-14,Male,Rural,East,2014,71845
15-17,Male,Rural,East,2014,46139
2-4,Female,Urban,East,2014,52482
5-9,Female,Urban,East,2014,74535
10-14,Female,Urban,East,2014,78976
15-17,Female,Urban,East,2014,51790
2-4,Male,Urban,East,2014,54501
5-9,Male,Urban,East,2014,77857
10-14,Male,Urban,East,2014,81497
15-17,Male,Urban,East,2014,52337
2-4,Female,Rural,Northeast,2014,206903
5-9,Female,Rural,Northeast,2014,422608
10-14,Female,Rural,Northeast,2014,469342
15-17,Female,Rural,Northeast,2014,292005
2-4,Male,Rural,Northeast,2014,215324
5-9,Male,Rural,Northeast,2014,443972
10-14,Male,Rural,Northeast,2014,488043
15-17,Male,Rural,Northeast,2014,299943
2-4,Female,Urban,Northeast,2014,122500
5-9,Female,Urban,Northeast,2014,250212
10-14,Female,Urban,Northeast,2014,277881
15-17,Female,Urban,Northeast,2014,172886
2-4,Male,Urban,Northeast,2014,127486
5-9,Male,Urban,Northeast,2014,262860
10-14,Male,Urban,Northeast,2014,288954
15-17,Male,Urban,Northeast,2014,177586
2-4,Female,Rural,South,2014,127088
5-9,Female,Rural,South,2014,198911
10-14,Female,Rural,South,2014,211512
15-17,Female,Rural,South,2014,128525
2-4,Male,Rural,South,2014,132258
5-9,Male,Rural,South,2014,207843
10-14,Male,Rural,South,2014,219219
15-17,Male,Rural,South,2014,132104
2-4,Female,Urban,South,2014,69561
5-9,Female,Urban,South,2014,108872
10-14,Female,Urban,South,2014,115769
15-17,Female,Urban,South,2014,70347
2-4,Male,Urban,South,2014,72391
5-9,Male,Urban,South,2014,113761
10-14,Male,Urban,South,2014,119988
15-17,Male,Urban,South,2014,72306
2-4,Female,Rural,West,2014,37012
5-9,Female,Rural,West,2014,65742
10-14,Female,Rural,West,2014,72225
15-17,Female,Rural,West,2014,44796
2-4,Male,Rural,West,2014,38670
5-9,Male,Rural,West,2014,69753
10-14,Male,Rural,West,2014,75440
15-17,Male,Rural,West,2014,46775
2-4,Female,Urban,West,2014,22257
5-9,Female,Urban,West,2014,39535
10-14,Female,Urban,West,2014,43433
15-17,Female,Urban,West,2014,26939
2-4,Male,Urban,West,2014,23255
5-9,Male,Urban,West,2014,41946
10-14,Male,Urban,West,2014,45367
15-17,Male,Urban,West,2014,28129
2-4,Female,Rural,Bangkok,2015,0
5-9,Female,Rural,Bangkok,2015,0
10-14,Female,Rural,Bangkok,2015,0
15-17,Female,Rural,Bangkok,2015,0
2-4,Male,Rural,Bangkok,2015,0
5-9,Male,Rural,Bangkok,2015,0
10-14,Male,Rural,Bangkok,2015,0
15-17,Male,Rural,Bangkok,2015,0
2-4,Female,Urban,Bangkok,2015,135363
5-9,Female,Urban,Bangkok,2015,141544
10-14,Female,Urban,Bangkok,2015,156277
15-17,Female,Urban,Bangkok,2015,113020
2-4,Male,Urban,Bangkok,2015,147682
5-9,Male,Urban,Bangkok,2015,153485
10-14,Male,Urban,Bangkok,2015,166518
15-17,Male,Urban,Bangkok,2015,117028
2-4,Female,Rural,Periphery,2015,29288
5-9,Female,Rural,Periphery,2015,47956
10-14,Female,Rural,Periphery,2015,52673
15-17,Female,Rural,Periphery,2015,37061
2-4,Male,Rural,Periphery,2015,30437
5-9,Male,Rural,Periphery,2015,49479
10-14,Male,Rural,Periphery,2015,53719
15-17,Male,Rural,Periphery,2015,38047
2-4,Female,Urban,Periphery,2015,52268
5-9,Female,Urban,Periphery,2015,85582
10-14,Female,Urban,Periphery,2015,94000
15-17,Female,Urban,Periphery,2015,66139
2-4,Male,Urban,Periphery,2015,54318
5-9,Male,Urban,Periphery,2015,88300
10-14,Male,Urban,Periphery,2015,95866
15-17,Male,Urban,Periphery,2015,67899
2-4,Female,Rural,Central,2015,24642
5-9,Female,Rural,Central,2015,44346
10-14,Female,Rural,Central,2015,49195
15-17,Female,Rural,Central,2015,31299
2-4,Male,Rural,Central,2015,25639
5-9,Male,Rural,Central,2015,47086
10-14,Male,Rural,Central,2015,51878
15-17,Male,Rural,Central,2015,32959
2-4,Female,Urban,Central,2015,22000
5-9,Female,Urban,Central,2015,39591
10-14,Female,Urban,Central,2015,43920
15-17,Female,Urban,Central,2015,27943
2-4,Male,Urban,Central,2015,22890
5-9,Male,Urban,Central,2015,42037
10-14,Male,Urban,Central,2015,46315
15-17,Male,Urban,Central,2015,29424
2-4,Female,Rural,North,2015,97446
5-9,Female,Rural,North,2015,201904
10-14,Female,Rural,North,2015,224732
15-17,Female,Rural,North,2015,144613
2-4,Male,Rural,North,2015,101561
5-9,Male,Rural,North,2015,211878
10-14,Male,Rural,North,2015,233643
15-17,Male,Rural,North,2015,149593
2-4,Female,Urban,North,2015,63050
5-9,Female,Urban,North,2015,130638
10-14,Female,Urban,North,2015,145408
15-17,Female,Urban,North,2015,93569
2-4,Male,Urban,North,2015,65713
5-9,Male,Urban,North,2015,137092
10-14,Male,Urban,North,2015,151174
15-17,Male,Urban,North,2015,96791
2-4,Female,Rural,East,2015,47859
5-9,Female,Rural,East,2015,64595
10-14,Female,Rural,East,2015,68419
15-17,Female,Rural,East,2015,44854
2-4,Male,Rural,East,2015,49701
5-9,Male,Rural,East,2015,67440
10-14,Male,Rural,East,2015,70800
15-17,Male,Rural,East,2015,45512
2-4,Female,Urban,East,2015,58952
5-9,Female,Urban,East,2015,79568
10-14,Female,Urban,East,2015,84277
15-17,Female,Urban,East,2015,55251
2-4,Male,Urban,East,2015,61221
5-9,Male,Urban,East,2015,83071
10-14,Male,Urban,East,2015,87210
15-17,Male,Urban,East,2015,56062
2-4,Female,Rural,Northeast,2015,192184
5-9,Female,Rural,Northeast,2015,400817
10-14,Female,Rural,Northeast,2015,444701
15-17,Female,Rural,Northeast,2015,284060
2-4,Male,Rural,Northeast,2015,200286
5-9,Male,Rural,Northeast,2015,420092
10-14,Male,Rural,Northeast,2015,463486
15-17,Male,Rural,Northeast,2015,293327
2-4,Female,Urban,Northeast,2015,123934
5-9,Female,Urban,Northeast,2015,258475
10-14,Female,Urban,Northeast,2015,286774
15-17,Female,Urban,Northeast,2015,183182
2-4,Male,Urban,Northeast,2015,129158
5-9,Male,Urban,Northeast,2015,270904
10-14,Male,Urban,Northeast,2015,298888
15-17,Male,Urban,Northeast,2015,189158
2-4,Female,Rural,South,2015,129130
5-9,Female,Rural,South,2015,194044
10-14,Female,Rural,South,2015,208319
15-17,Female,Rural,South,2015,127039
2-4,Male,Rural,South,2015,134329
5-9,Male,Rural,South,2015,202797
10-14,Male,Rural,South,2015,216215
15-17,Male,Rural,South,2015,130957
2-4,Female,Urban,South,2015,72600
5-9,Female,Urban,South,2015,109097
10-14,Female,Urban,South,2015,117122
15-17,Female,Urban,South,2015,71424
2-4,Male,Urban,South,2015,75523
5-9,Male,Urban,South,2015,114018
10-14,Male,Urban,South,2015,121562
15-17,Male,Urban,South,2015,73627
2-4,Female,Rural,West,2015,36456
5-9,Female,Rural,West,2015,63538
10-14,Female,Rural,West,2015,70264
15-17,Female,Rural,West,2015,44152
2-4,Male,Rural,West,2015,37915
5-9,Male,Rural,West,2015,67507
10-14,Male,Rural,West,2015,73644
15-17,Male,Rural,West,2015,46059
2-4,Female,Urban,West,2015,22691
5-9,Female,Urban,West,2015,39548
10-14,Female,Urban,West,2015,43734
15-17,Female,Urban,West,2015,27481
2-4,Male,Urban,West,2015,23599
5-9,Male,Urban,West,2015,42018
10-14,Male,Urban,West,2015,45838
15-17,Male,Urban,West,2015,28668
2-4,Female,Rural,Bangkok,2016,0
5-9,Female,Rural,Bangkok,2016,0
10-14,Female,Rural,Bangkok,2016,0
15-17,Female,Rural,Bangkok,2016,0
2-4,Male,Rural,Bangkok,2016,0
5-9,Male,Rural,Bangkok,2016,0
10-14,Male,Rural,Bangkok,2016,0
15-17,Male,Rural,Bangkok,2016,0
2-4,Female,Urban,Bangkok,2016,133076
5-9,Female,Urban,Bangkok,2016,155427
10-14,Female,Urban,Bangkok,2016,152415
15-17,Female,Urban,Bangkok,2016,107870
2-4,Male,Urban,Bangkok,2016,145409
5-9,Male,Urban,Bangkok,2016,169601
10-14,Male,Urban,Bangkok,2016,162059
15-17,Male,Urban,Bangkok,2016,111367
2-4,Female,Rural,Periphery,2016,28424
5-9,Female,Rural,Periphery,2016,46704
10-14,Female,Rural,Periphery,2016,50627
15-17,Female,Rural,Periphery,2016,35108
2-4,Male,Rural,Periphery,2016,29527
5-9,Male,Rural,Periphery,2016,48426
10-14,Male,Rural,Periphery,2016,51458
15-17,Male,Rural,Periphery,2016,36073
2-4,Female,Urban,Periphery,2016,53251
5-9,Female,Urban,Periphery,2016,87496
10-14,Female,Urban,Periphery,2016,94847
15-17,Female,Urban,Periphery,2016,65772
2-4,Male,Urban,Periphery,2016,55317
5-9,Male,Urban,Periphery,2016,90723
10-14,Male,Urban,Periphery,2016,96404
15-17,Male,Urban,Periphery,2016,67580
2-4,Female,Rural,Central,2016,23540
5-9,Female,Rural,Central,2016,42210
10-14,Female,Rural,Central,2016,46910
15-17,Female,Rural,Central,2016,30070
2-4,Male,Rural,Central,2016,24497
5-9,Male,Rural,Central,2016,44604
10-14,Male,Rural,Central,2016,49628
15-17,Male,Rural,Central,2016,31714
2-4,Female,Urban,Central,2016,22383
5-9,Female,Urban,Central,2016,40135
10-14,Female,Urban,Central,2016,44604
15-17,Female,Urban,Central,2016,28592
2-4,Male,Urban,Central,2016,23293
5-9,Male,Urban,Central,2016,42412
10-14,Male,Urban,Central,2016,47189
15-17,Male,Urban,Central,2016,30155
2-4,Female,Rural,North,2016,93795
5-9,Female,Rural,North,2016,188735
10-14,Female,Rural,North,2016,214356
15-17,Female,Rural,North,2016,139294
2-4,Male,Rural,North,2016,97741
5-9,Male,Rural,North,2016,197995
10-14,Male,Rural,North,2016,223250
15-17,Male,Rural,North,2016,144249
2-4,Female,Urban,North,2016,64577
5-9,Female,Urban,North,2016,129944
10-14,Female,Urban,North,2016,147584
15-17,Female,Urban,North,2016,95904
2-4,Male,Urban,North,2016,67294
5-9,Male,Urban,North,2016,136319
10-14,Male,Urban,North,2016,153707
15-17,Male,Urban,North,2016,99315
2-4,Female,Rural,East,2016,45964
5-9,Female,Rural,East,2016,64891
10-14,Female,Rural,East,2016,65212
15-17,Female,Rural,East,2016,42742
2-4,Male,Rural,East,2016,47735
5-9,Male,Rural,East,2016,67659
10-14,Male,Rural,East,2016,67679
15-17,Male,Rural,East,2016,43518
2-4,Female,Urban,East,2016,60800
5-9,Female,Urban,East,2016,85837
10-14,Female,Urban,East,2016,86261
15-17,Female,Urban,East,2016,56538
2-4,Male,Urban,East,2016,63143
5-9,Male,Urban,East,2016,89498
10-14,Male,Urban,East,2016,89525
15-17,Male,Urban,East,2016,57565
2-4,Female,Rural,Northeast,2016,183002
5-9,Female,Rural,Northeast,2016,371773
10-14,Female,Rural,Northeast,2016,420906
15-17,Female,Rural,Northeast,2016,273651
2-4,Male,Rural,Northeast,2016,190705
5-9,Male,Rural,Northeast,2016,389020
10-14,Male,Rural,Northeast,2016,439808
15-17,Male,Rural,Northeast,2016,283622
2-4,Female,Urban,Northeast,2016,127851
5-9,Female,Urban,Northeast,2016,259733
10-14,Female,Urban,Northeast,2016,294059
15-17,Female,Urban,Northeast,2016,191182
2-4,Male,Urban,Northeast,2016,133233
5-9,Male,Urban,Northeast,2016,271782
10-14,Male,Urban,Northeast,2016,307264
15-17,Male,Urban,Northeast,2016,198147
2-4,Female,Rural,South,2016,125948
5-9,Female,Rural,South,2016,194132
10-14,Female,Rural,South,2016,202727
15-17,Female,Rural,South,2016,124449
2-4,Male,Rural,South,2016,131023
5-9,Male,Rural,South,2016,202738
10-14,Male,Rural,South,2016,210748
15-17,Male,Rural,South,2016,128568
2-4,Female,Urban,South,2016,74204
5-9,Female,Urban,South,2016,114376
10-14,Female,Urban,South,2016,119439
15-17,Female,Urban,South,2016,73321
2-4,Male,Urban,South,2016,77194
5-9,Male,Urban,South,2016,119446
10-14,Male,Urban,South,2016,124165
15-17,Male,Urban,South,2016,75748
2-4,Female,Rural,West,2016,35328
5-9,Female,Rural,West,2016,61749
10-14,Female,Rural,West,2016,67942
15-17,Female,Rural,West,2016,43151
2-4,Male,Rural,West,2016,36741
5-9,Male,Rural,West,2016,65363
10-14,Male,Rural,West,2016,71452
15-17,Male,Rural,West,2016,45014
2-4,Female,Urban,West,2016,22929
5-9,Female,Urban,West,2016,40077
10-14,Female,Urban,West,2016,44096
15-17,Female,Urban,West,2016,28007
2-4,Male,Urban,West,2016,23846
5-9,Male,Urban,West,2016,42423
10-14,Male,Urban,West,2016,46375
15-17,Male,Urban,West,2016,29215
2-4,Female,Rural,Bangkok,2017,0
5-9,Female,Rural,Bangkok,2017,0
10-14,Female,Rural,Bangkok,2017,0
15-17,Female,Rural,Bangkok,2017,0
2-4,Male,Rural,Bangkok,2017,0
5-9,Male,Rural,Bangkok,2017,0
10-14,Male,Rural,Bangkok,2017,0
15-17,Male,Rural,Bangkok,2017,0
2-4,Female,Urban,Bangkok,2017,131199
5-9,Female,Urban,Bangkok,2017,168311
10-14,Female,Urban,Bangkok,2017,148484
15-17,Female,Urban,Bangkok,2017,103687
2-4,Male,Urban,Bangkok,2017,143369
5-9,Male,Urban,Bangkok,2017,184927
10-14,Male,Urban,Bangkok,2017,157318
15-17,Male,Urban,Bangkok,2017,107301
2-4,Female,Rural,Periphery,2017,27448
5-9,Female,Rural,Periphery,2017,45756
10-14,Female,Rural,Periphery,2017,48552
15-17,Female,Rural,Periphery,2017,33511
2-4,Male,Rural,Periphery,2017,28516
5-9,Male,Rural,Periphery,2017,47588
10-14,Male,Rural,Periphery,2017,49328
15-17,Male,Rural,Periphery,2017,34339
2-4,Female,Urban,Periphery,2017,53927
5-9,Female,Urban,Periphery,2017,89897
10-14,Female,Urban,Periphery,2017,95390
15-17,Female,Urban,Periphery,2017,65840
2-4,Male,Urban,Periphery,2017,56027
5-9,Male,Urban,Periphery,2017,93497
10-14,Male,Urban,Periphery,2017,96916
15-17,Male,Urban,Periphery,2017,67465
2-4,Female,Rural,Central,2017,22438
5-9,Female,Rural,Central,2017,40262
10-14,Female,Rural,Central,2017,44690
15-17,Female,Rural,Central,2017,28842
2-4,Male,Rural,Central,2017,23354
5-9,Male,Rural,Central,2017,42310
10-14,Male,Rural,Central,2017,47469
15-17,Male,Rural,Central,2017,30435
2-4,Female,Urban,Central,2017,22674
5-9,Female,Urban,Central,2017,40685
10-14,Female,Urban,Central,2017,45160
15-17,Female,Urban,Central,2017,29145
2-4,Male,Urban,Central,2017,23600
5-9,Male,Urban,Central,2017,42755
10-14,Male,Urban,Central,2017,47968
15-17,Male,Urban,Central,2017,30755
2-4,Female,Rural,North,2017,90239
5-9,Female,Rural,North,2017,176435
10-14,Female,Rural,North,2017,204147
15-17,Female,Rural,North,2017,133812
2-4,Male,Rural,North,2017,94047
5-9,Male,Rural,North,2017,184905
10-14,Male,Rural,North,2017,213027
15-17,Male,Rural,North,2017,138726
2-4,Female,Urban,North,2017,66076
5-9,Female,Urban,North,2017,129191
10-14,Female,Urban,North,2017,149483
15-17,Female,Urban,North,2017,97982
2-4,Male,Urban,North,2017,68864
5-9,Male,Urban,North,2017,135393
10-14,Male,Urban,North,2017,155985
15-17,Male,Urban,North,2017,101580
2-4,Female,Rural,East,2017,43958
5-9,Female,Rural,East,2017,65274
10-14,Female,Rural,East,2017,62134
15-17,Female,Rural,East,2017,40709
2-4,Male,Rural,East,2017,45661
5-9,Male,Rural,East,2017,67945
10-14,Male,Rural,East,2017,64668
15-17,Male,Rural,East,2017,41573
2-4,Female,Urban,East,2017,62355
5-9,Female,Urban,East,2017,92592
10-14,Female,Urban,East,2017,88137
15-17,Female,Urban,East,2017,57746
2-4,Male,Urban,East,2017,64770
5-9,Male,Urban,East,2017,96381
10-14,Male,Urban,East,2017,91731
15-17,Male,Urban,East,2017,58972
2-4,Female,Rural,Northeast,2017,174695
5-9,Female,Rural,Northeast,2017,344056
10-14,Female,Rural,Northeast,2017,398655
15-17,Female,Rural,Northeast,2017,261262
2-4,Male,Rural,Northeast,2017,182067
5-9,Male,Rural,Northeast,2017,359281
10-14,Male,Rural,Northeast,2017,417569
15-17,Male,Rural,Northeast,2017,271490
2-4,Female,Urban,Northeast,2017,131940
5-9,Female,Urban,Northeast,2017,259851
10-14,Female,Urban,Northeast,2017,301087
15-17,Female,Urban,Northeast,2017,197320
2-4,Male,Urban,Northeast,2017,137508
5-9,Male,Urban,Northeast,2017,271349
10-14,Male,Urban,Northeast,2017,315372
15-17,Male,Urban,Northeast,2017,205044
2-4,Female,Rural,South,2017,122441
5-9,Female,Rural,South,2017,194595
10-14,Female,Rural,South,2017,196701
15-17,Female,Rural,South,2017,121834
2-4,Male,Rural,South,2017,127391
5-9,Male,Rural,South,2017,203009
10-14,Male,Rural,South,2017,204822
15-17,Male,Rural,South,2017,126067
2-4,Female,Urban,South,2017,75634
5-9,Female,Urban,South,2017,120206
10-14,Female,Urban,South,2017,121507
15-17,Female,Urban,South,2017,75260
2-4,Male,Urban,South,2017,78693
5-9,Male,Urban,South,2017,125404
10-14,Male,Urban,South,2017,126524
15-17,Male,Urban,South,2017,77875
2-4,Female,Rural,West,2017,34168
5-9,Female,Rural,West,2017,60105
10-14,Female,Rural,West,2017,65641
15-17,Female,Rural,West,2017,42008
2-4,Male,Rural,West,2017,35539
5-9,Male,Rural,West,2017,63350
10-14,Male,Rural,West,2017,69246
15-17,Male,Rural,West,2017,43885
2-4,Female,Urban,West,2017,23115
5-9,Female,Urban,West,2017,40662
10-14,Female,Urban,West,2017,44406
15-17,Female,Urban,West,2017,28419
2-4,Male,Urban,West,2017,24043
5-9,Male,Urban,West,2017,42857
10-14,Male,Urban,West,2017,46846
15-17,Male,Urban,West,2017,29689
2-4,Female,Rural,Bangkok,2018,0
5-9,Female,Rural,Bangkok,2018,0
10-14,Female,Rural,Bangkok,2018,0
15-17,Female,Rural,Bangkok,2018,0
2-4,Male,Rural,Bangkok,2018,0
5-9,Male,Rural,Bangkok,2018,0
10-14,Male,Rural,Bangkok,2018,0
15-17,Male,Rural,Bangkok,2018,0
2-4,Female,Urban,Bangkok,2018,128719
5-9,Female,Urban,Bangkok,2018,181888
10-14,Female,Urban,Bangkok,2018,144295
15-17,Female,Urban,Bangkok,2018,100308
2-4,Male,Urban,Bangkok,2018,140684
5-9,Male,Urban,Bangkok,2018,200534
10-14,Male,Urban,Bangkok,2018,152711
15-17,Male,Urban,Bangkok,2018,104369
2-4,Female,Rural,Periphery,2018,26418
5-9,Female,Rural,Periphery,2018,44965
10-14,Female,Rural,Periphery,2018,46494
15-17,Female,Rural,Periphery,2018,32183
2-4,Male,Rural,Periphery,2018,27450
5-9,Male,Rural,Periphery,2018,46818
10-14,Male,Rural,Periphery,2018,47371
15-17,Male,Rural,Periphery,2018,32800
2-4,Female,Urban,Periphery,2018,54386
5-9,Female,Urban,Periphery,2018,92570
10-14,Female,Urban,Periphery,2018,95716
15-17,Female,Urban,Periphery,2018,66256
2-4,Male,Urban,Periphery,2018,56512
5-9,Male,Urban,Periphery,2018,96384
10-14,Male,Urban,Periphery,2018,97524
15-17,Male,Urban,Periphery,2018,67525
2-4,Female,Rural,Central,2018,21364
5-9,Female,Rural,Central,2018,38457
10-14,Female,Rural,Central,2018,42542
15-17,Female,Rural,Central,2018,27620
2-4,Male,Rural,Central,2018,22241
5-9,Male,Rural,Central,2018,40192
10-14,Male,Rural,Central,2018,45348
15-17,Male,Rural,Central,2018,29147
2-4,Female,Urban,Central,2018,22894
5-9,Female,Urban,Central,2018,41211
10-14,Female,Urban,Central,2018,45588
15-17,Female,Urban,Central,2018,29597
2-4,Male,Urban,Central,2018,23833
5-9,Male,Urban,Central,2018,43070
10-14,Male,Urban,Central,2018,48595
15-17,Male,Urban,Central,2018,31234
2-4,Female,Rural,North,2018,86833
5-9,Female,Rural,North,2018,164810
10-14,Female,Rural,North,2018,194338
15-17,Female,Rural,North,2018,128198
2-4,Male,Rural,North,2018,90509
5-9,Male,Rural,North,2018,172468
10-14,Male,Rural,North,2018,203197
15-17,Male,Rural,North,2018,133066
2-4,Female,Urban,North,2018,67577
5-9,Female,Urban,North,2018,128262
10-14,Female,Urban,North,2018,151243
15-17,Female,Urban,North,2018,99770
2-4,Male,Urban,North,2018,70438
5-9,Male,Urban,North,2018,134222
10-14,Male,Urban,North,2018,158137
15-17,Male,Urban,North,2018,103558
2-4,Female,Rural,East,2018,41928
5-9,Female,Rural,East,2018,65602
10-14,Female,Rural,East,2018,59188
15-17,Female,Rural,East,2018,38761
2-4,Male,Rural,East,2018,43560
5-9,Male,Rural,East,2018,68181
10-14,Male,Rural,East,2018,61747
15-17,Male,Rural,East,2018,39692
2-4,Female,Urban,East,2018,63690
5-9,Female,Urban,East,2018,99650
10-14,Female,Urban,East,2018,89907
15-17,Female,Urban,East,2018,58879
2-4,Male,Urban,East,2018,66169
5-9,Male,Urban,East,2018,103568
10-14,Male,Urban,East,2018,93795
15-17,Male,Urban,East,2018,60293
2-4,Female,Rural,Northeast,2018,167310
5-9,Female,Rural,Northeast,2018,317807
10-14,Female,Rural,Northeast,2018,377751
15-17,Female,Rural,Northeast,2018,247774
2-4,Male,Rural,Northeast,2018,174390
5-9,Male,Rural,Northeast,2018,331260
10-14,Male,Rural,Northeast,2018,396330
15-17,Male,Rural,Northeast,2018,258001
2-4,Female,Urban,Northeast,2018,136294
5-9,Female,Urban,Northeast,2018,258892
10-14,Female,Urban,Northeast,2018,307724
15-17,Female,Urban,Northeast,2018,201842
2-4,Male,Urban,Northeast,2018,142062
5-9,Male,Urban,Northeast,2018,269851
10-14,Male,Urban,Northeast,2018,322859
15-17,Male,Urban,Northeast,2018,210173
2-4,Female,Rural,South,2018,118784
5-9,Female,Rural,South,2018,195166
10-14,Female,Rural,South,2018,190347
15-17,Female,Rural,South,2018,119103
2-4,Male,Rural,South,2018,123605
5-9,Male,Rural,South,2018,203387
10-14,Male,Rural,South,2018,198505
15-17,Male,Rural,South,2018,123401
2-4,Female,Urban,South,2018,76965
5-9,Female,Urban,South,2018,126457
10-14,Female,Urban,South,2018,123334
15-17,Female,Urban,South,2018,77172
2-4,Male,Urban,South,2018,80089
5-9,Male,Urban,South,2018,131784
10-14,Male,Urban,South,2018,128620
15-17,Male,Urban,South,2018,79957
2-4,Female,Rural,West,2018,33016
5-9,Female,Rural,West,2018,58566
10-14,Female,Rural,West,2018,63345
15-17,Female,Rural,West,2018,40759
2-4,Male,Rural,West,2018,34346
5-9,Male,Rural,West,2018,61444
10-14,Male,Rural,West,2018,67002
15-17,Male,Rural,West,2018,42689
2-4,Female,Urban,West,2018,23270
5-9,Female,Urban,West,2018,41278
10-14,Female,Urban,West,2018,44646
15-17,Female,Urban,West,2018,28727
2-4,Male,Urban,West,2018,24207
5-9,Male,Urban,West,2018,43306
10-14,Male,Urban,West,2018,47224
15-17,Male,Urban,West,2018,30088
2-4,Female,Rural,Bangkok,2019,0
5-9,Female,Rural,Bangkok,2019,0
10-14,Female,Rural,Bangkok,2019,0
15-17,Female,Rural,Bangkok,2019,0
2-4,Male,Rural,Bangkok,2019,0
5-9,Male,Rural,Bangkok,2019,0
10-14,Male,Rural,Bangkok,2019,0
15-17,Male,Rural,Bangkok,2019,0
2-4,Female,Urban,Bangkok,2019,125733
5-9,Female,Urban,Bangkok,2019,196028
10-14,Female,Urban,Bangkok,2019,139713
15-17,Female,Urban,Bangkok,2019,97492
2-4,Male,Urban,Bangkok,2019,137448
5-9,Male,Urban,Bangkok,2019,215770
10-14,Male,Urban,Bangkok,2019,148821
15-17,Male,Urban,Bangkok,2019,101926
2-4,Female,Rural,Periphery,2019,25347
5-9,Female,Rural,Periphery,2019,44245
10-14,Female,Rural,Periphery,2019,44533
15-17,Female,Rural,Periphery,2019,31000
2-4,Male,Rural,Periphery,2019,26342
5-9,Male,Rural,Periphery,2019,46014
10-14,Male,Rural,Periphery,2019,45647
15-17,Male,Rural,Periphery,2019,31392
2-4,Female,Urban,Periphery,2019,54640
5-9,Female,Urban,Periphery,2019,95379
10-14,Female,Urban,Periphery,2019,95998
15-17,Female,Urban,Periphery,2019,66827
2-4,Male,Urban,Periphery,2019,56785
5-9,Male,Urban,Periphery,2019,99191
10-14,Male,Urban,Periphery,2019,98400
15-17,Male,Urban,Periphery,2019,67671
2-4,Female,Rural,Central,2019,20320
5-9,Female,Rural,Central,2019,36796
10-14,Female,Rural,Central,2019,40466
15-17,Female,Rural,Central,2019,26414
2-4,Male,Rural,Central,2019,21158
5-9,Male,Rural,Central,2019,38300
10-14,Male,Rural,Central,2019,43198
15-17,Male,Rural,Central,2019,27892
2-4,Female,Urban,Central,2019,23042
5-9,Female,Urban,Central,2019,41724
10-14,Female,Urban,Central,2019,45885
15-17,Female,Urban,Central,2019,29952
2-4,Male,Urban,Central,2019,23992
5-9,Male,Urban,Central,2019,43429
10-14,Male,Urban,Central,2019,48983
15-17,Male,Urban,Central,2019,31628
2-4,Female,Rural,North,2019,83545
5-9,Female,Rural,North,2019,153761
10-14,Female,Rural,North,2019,185157
15-17,Female,Rural,North,2019,122478
2-4,Male,Rural,North,2019,87096
5-9,Male,Rural,North,2019,160597
10-14,Male,Rural,North,2019,193975
15-17,Male,Rural,North,2019,127305
2-4,Female,Urban,North,2019,69053
5-9,Female,Urban,North,2019,127089
10-14,Female,Urban,North,2019,153038
15-17,Female,Urban,North,2019,101232
2-4,Male,Urban,North,2019,71987
5-9,Male,Urban,North,2019,132738
10-14,Male,Urban,North,2019,160327
15-17,Male,Urban,North,2019,105222
2-4,Female,Rural,East,2019,39891
5-9,Female,Rural,East,2019,65850
10-14,Female,Rural,East,2019,56381
15-17,Female,Rural,East,2019,36901
2-4,Male,Rural,East,2019,41452
5-9,Male,Rural,East,2019,68365
10-14,Male,Rural,East,2019,58902
15-17,Male,Rural,East,2019,37888
2-4,Female,Urban,East,2019,64796
5-9,Female,Urban,East,2019,106962
10-14,Female,Urban,East,2019,91581
15-17,Female,Urban,East,2019,59938
2-4,Male,Urban,East,2019,67332
5-9,Male,Urban,East,2019,111047
10-14,Male,Urban,East,2019,95675
15-17,Male,Urban,East,2019,61543
2-4,Female,Rural,Northeast,2019,160681
5-9,Female,Rural,Northeast,2019,293522
10-14,Female,Rural,Northeast,2019,357792
15-17,Female,Rural,Northeast,2019,234145
2-4,Male,Rural,Northeast,2019,167503
5-9,Male,Rural,Northeast,2019,305680
10-14,Male,Rural,Northeast,2019,375446
15-17,Male,Rural,Northeast,2019,244314
2-4,Female,Urban,Northeast,2019,140849
5-9,Female,Urban,Northeast,2019,257293
10-14,Female,Urban,Northeast,2019,313630
15-17,Female,Urban,Northeast,2019,205245
2-4,Male,Urban,Northeast,2019,146828
5-9,Male,Urban,Northeast,2019,267950
10-14,Male,Urban,Northeast,2019,329105
15-17,Male,Urban,Northeast,2019,214158
2-4,Female,Rural,South,2019,115001
5-9,Female,Rural,South,2019,195826
10-14,Female,Rural,South,2019,183788
15-17,Female,Rural,South,2019,116170
2-4,Male,Rural,South,2019,119688
5-9,Male,Rural,South,2019,203885
10-14,Male,Rural,South,2019,191878
15-17,Male,Rural,South,2019,120520
2-4,Female,Urban,South,2019,78184
